id,username,email,first_name,last_name,addresses,age,gender,persona,discount_persona,selectable_user
13,user13,ashley.johnson@example.com,Ashley,Johnson,"[{'first_name': 'Ashley', 'last_name': 'Johnson', 'address1': '35454 Haynes Gardens Apt. 313', 'address2': '', 'country': 'US', 'city': 'Tracymouth', 'state': 'ND', 'zipcode': '58708', 'default': True}]",48,F,electronics_outdoors_footwear,discount_indifferent,True
14,user14,karen.joseph@example.com,Karen,Joseph,"[{'first_name': 'Karen', 'last_name': 'Joseph', 'address1': '8941 Phillips Island', 'address2': '', 'country': 'US', 'city': 'New David', 'state': 'AL', 'zipcode': '35097', 'default': True}]",26,F,floral_beauty_jewelry,all_discounts,True
15,user15,william.tran@example.com,William,Tran,"[{'first_name': 'William', 'last_name': 'Tran', 'address1': '9386 Scott Throughway Suite 499', 'address2': '', 'country': 'US', 'city': 'Port Corymouth', 'state': 'CT', 'zipcode': '06321', 'default': True}]",25,M,seasonal_furniture_floral,lower_priced_products,True
16,user16,christine.guerrero@example.com,Christine,Guerrero,"[{'first_name': 'Christine', 'last_name': 'Guerrero', 'address1': '994 Taylor Grove', 'address2': '', 'country': 'US', 'city': 'East Amber', 'state': 'DC', 'zipcode': '20029', 'default': True}]",25,F,housewares_floral_seasonal,lower_priced_products,True
17,user17,bobby.williams@example.com,Bobby,Williams,"[{'first_name': 'Bobby', 'last_name': 'Williams', 'address1': '16808 Brian Motorway', 'address2': '', 'country': 'US', 'city': 'Vernonview', 'state': 'KS', 'zipcode': '66107', 'default': True}]",29,M,apparel_footwear_accessories,lower_priced_products,True
18,user18,dalton.dunn@example.com,Dalton,Dunn,"[{'first_name': 'Dalton', 'last_name': 'Dunn', 'address1': '04499 Burns Curve Suite 558', 'address2': '', 'country': 'US', 'city': 'Bennettside', 'state': 'MI', 'zipcode': '49781', 'default': True}]",36,M,seasonal_furniture_floral,discount_indifferent,True
19,user19,colin.terry@example.com,Colin,Terry,"[{'first_name': 'Colin', 'last_name': 'Terry', 'address1': '780 Young Rapid', 'address2': '', 'country': 'US', 'city': 'East Christopher', 'state': 'HI', 'zipcode': '96726', 'default': True}]",33,M,floral_beauty_jewelry,all_discounts,True
20,user20,paige.padilla@example.com,Paige,Padilla,"[{'first_name': 'Paige', 'last_name': 'Padilla', 'address1': '482 Sierra Ways', 'address2': '', 'country': 'US', 'city': 'Port Hannah', 'state': 'DC', 'zipcode': '20030', 'default': True}]",28,F,beauty_accessories_instruments,lower_priced_products,True
21,user21,sarah.gonzalez@example.com,Sarah,Gonzalez,"[{'first_name': 'Sarah', 'last_name': 'Gonzalez', 'address1': '42104 Johnson Islands', 'address2': '', 'country': 'US', 'city': 'Port Markbury', 'state': 'MS', 'zipcode': '39012', 'default': True}]",39,F,outdoors_instruments_groceries,all_discounts,True
22,user22,bonnie.ryan@example.com,Bonnie,Ryan,"[{'first_name': 'Bonnie', 'last_name': 'Ryan', 'address1': '4965 Jesus Brooks Suite 859', 'address2': '', 'country': 'US', 'city': 'North Madisonside', 'state': 'NE', 'zipcode': '68039', 'default': True}]",23,F,housewares_floral_seasonal,lower_priced_products,True
23,user23,marie.wilson@example.com,Marie,Wilson,"[{'first_name': 'Marie', 'last_name': 'Wilson', 'address1': '139 Williams Hill Suite 931', 'address2': '', 'country': 'US', 'city': 'Spencerstad', 'state': 'AK', 'zipcode': '99917', 'default': True}]",28,F,instruments_books_electronics,lower_priced_products,True
24,user24,sergio.murphy@example.com,Sergio,Murphy,"[{'first_name': 'Sergio', 'last_name': 'Murphy', 'address1': '1249 Kelley Heights', 'address2': '', 'country': 'US', 'city': 'Schmidtview', 'state': 'VT', 'zipcode': '05310', 'default': True}]",31,M,tools_housewares_apparel,discount_indifferent,True
25,user25,jessica.mcguire@example.com,Jessica,Mcguire,"[{'first_name': 'Jessica', 'last_name': 'Mcguire', 'address1': '8851 Morgan Views Apt. 049', 'address2': '', 'country': 'US', 'city': 'North William', 'state': 'NC', 'zipcode': '27322', 'default': True}]",33,F,footwear_jewelry_furniture,all_discounts,True
26,user26,matthew.walker@example.com,Matthew,Walker,"[{'first_name': 'Matthew', 'last_name': 'Walker', 'address1': '90147 Tucker Loaf', 'address2': '', 'country': 'US', 'city': 'Lake Daniel', 'state': 'TX', 'zipcode': '73301', 'default': True}]",45,M,homedecor_electronics_outdoors,discount_indifferent,True
27,user27,brian.gregory@example.com,Brian,Gregory,"[{'first_name': 'Brian', 'last_name': 'Gregory', 'address1': '060 Christian Harbor', 'address2': '', 'country': 'US', 'city': 'West Danielle', 'state': 'MT', 'zipcode': '59297', 'default': True}]",25,M,apparel_footwear_accessories,all_discounts,True
28,user28,ashley.smith@example.com,Ashley,Smith,"[{'first_name': 'Ashley', 'last_name': 'Smith', 'address1': '231 James Pines', 'address2': '', 'country': 'US', 'city': 'Riosville', 'state': 'SC', 'zipcode': '29792', 'default': True}]",35,F,electronics_outdoors_footwear,discount_indifferent,True
29,user29,mark.marshall@example.com,Mark,Marshall,"[{'first_name': 'Mark', 'last_name': 'Marshall', 'address1': '182 Jasmine Ways Suite 925', 'address2': '', 'country': 'US', 'city': 'East Riley', 'state': 'NH', 'zipcode': '03377', 'default': True}]",38,M,homedecor_electronics_outdoors,discount_indifferent,True
30,user30,meghan.williams@example.com,Meghan,Williams,"[{'first_name': 'Meghan', 'last_name': 'Williams', 'address1': '816 Smith Groves Suite 573', 'address2': '', 'country': 'US', 'city': 'North Chrishaven', 'state': 'KY', 'zipcode': '40417', 'default': True}]",20,F,footwear_jewelry_furniture,lower_priced_products,True
31,user31,katie.fernandez@example.com,Katie,Fernandez,"[{'first_name': 'Katie', 'last_name': 'Fernandez', 'address1': '39240 Sawyer Oval', 'address2': '', 'country': 'US', 'city': 'Lake Melissaburgh', 'state': 'MT', 'zipcode': '59782', 'default': True}]",38,F,groceries_seasonal_tools,all_discounts,True
32,user32,christopher.cole@example.com,Christopher,Cole,"[{'first_name': 'Christopher', 'last_name': 'Cole', 'address1': '10432 Acosta Mountain', 'address2': '', 'country': 'US', 'city': 'West Kevintown', 'state': 'TN', 'zipcode': '37869', 'default': True}]",24,M,tools_housewares_apparel,lower_priced_products,True
33,user33,margaret.dean@example.com,Margaret,Dean,"[{'first_name': 'Margaret', 'last_name': 'Dean', 'address1': '2772 Brown Springs', 'address2': '', 'country': 'US', 'city': 'West Bradley', 'state': 'TN', 'zipcode': '37418', 'default': True}]",20,F,books_apparel_homedecor,lower_priced_products,True
34,user34,stacey.stewart@example.com,Stacey,Stewart,"[{'first_name': 'Stacey', 'last_name': 'Stewart', 'address1': '96275 Jessica Unions Suite 640', 'address2': '', 'country': 'US', 'city': 'New Michaelfort', 'state': 'MD', 'zipcode': '20331', 'default': True}]",57,F,accessories_groceries_books,discount_indifferent,True
35,user35,troy.thomas@example.com,Troy,Thomas,"[{'first_name': 'Troy', 'last_name': 'Thomas', 'address1': '32370 Ashley Loop Suite 291', 'address2': '', 'country': 'US', 'city': 'West Jenniferport', 'state': 'RI', 'zipcode': '02906', 'default': True}]",60,M,housewares_tools_beauty,discount_indifferent,True
36,user36,randy.morrow@example.com,Randy,Morrow,"[{'first_name': 'Randy', 'last_name': 'Morrow', 'address1': '010 Wise Fort Apt. 969', 'address2': '', 'country': 'US', 'city': 'Tylerstad', 'state': 'WI', 'zipcode': '53594', 'default': True}]",47,M,floral_beauty_jewelry,discount_indifferent,True
37,user37,martin.turner@example.com,Martin,Turner,"[{'first_name': 'Martin', 'last_name': 'Turner', 'address1': '69632 Peck Roads', 'address2': '', 'country': 'US', 'city': 'East Wendyview', 'state': 'SD', 'zipcode': '57316', 'default': True}]",29,M,books_apparel_homedecor,lower_priced_products,True
38,user38,jonathan.davis@example.com,Jonathan,Davis,"[{'first_name': 'Jonathan', 'last_name': 'Davis', 'address1': '68784 Hanson Plain', 'address2': '', 'country': 'US', 'city': 'North Nathanielshire', 'state': 'MN', 'zipcode': '56143', 'default': True}]",22,M,footwear_jewelry_furniture,all_discounts,True
39,user39,teresa.fischer@example.com,Teresa,Fischer,"[{'first_name': 'Teresa', 'last_name': 'Fischer', 'address1': '9702 Hoffman Wells Apt. 652', 'address2': '', 'country': 'US', 'city': 'South Amy', 'state': 'MO', 'zipcode': '65769', 'default': True}]",41,F,electronics_outdoors_footwear,lower_priced_products,True
40,user40,raymond.le@example.com,Raymond,Le,"[{'first_name': 'Raymond', 'last_name': 'Le', 'address1': '15747 Maria Garden', 'address2': '', 'country': 'US', 'city': 'Josephland', 'state': 'OH', 'zipcode': '45404', 'default': True}]",33,M,floral_beauty_jewelry,lower_priced_products,True
41,user41,cynthia.williams@example.com,Cynthia,Williams,"[{'first_name': 'Cynthia', 'last_name': 'Williams', 'address1': '026 Thompson Valley Suite 672', 'address2': '', 'country': 'US', 'city': 'Haydenside', 'state': 'HI', 'zipcode': '96710', 'default': True}]",23,F,homedecor_electronics_outdoors,discount_indifferent,True
42,user42,alexandra.bradley@example.com,Alexandra,Bradley,"[{'first_name': 'Alexandra', 'last_name': 'Bradley', 'address1': '12275 Smith Junction Apt. 454', 'address2': '', 'country': 'US', 'city': 'Ashleyberg', 'state': 'WY', 'zipcode': '82737', 'default': True}]",35,F,books_apparel_homedecor,discount_indifferent,True
43,user43,melissa.brown@example.com,Melissa,Brown,"[{'first_name': 'Melissa', 'last_name': 'Brown', 'address1': '1878 Miller Park Apt. 883', 'address2': '', 'country': 'US', 'city': 'Edwardborough', 'state': 'IA', 'zipcode': '52132', 'default': True}]",19,F,furniture_homedecor_housewares,lower_priced_products,True
44,user44,jessica.frazier@example.com,Jessica,Frazier,"[{'first_name': 'Jessica', 'last_name': 'Frazier', 'address1': '3004 Jennifer Landing Apt. 337', 'address2': '', 'country': 'US', 'city': 'East Sharon', 'state': 'MS', 'zipcode': '38832', 'default': True}]",53,F,outdoors_instruments_groceries,lower_priced_products,True
45,user45,andrew.keller@example.com,Andrew,Keller,"[{'first_name': 'Andrew', 'last_name': 'Keller', 'address1': '8733 Jasmine Station', 'address2': '', 'country': 'US', 'city': 'Hartshire', 'state': 'WA', 'zipcode': '99142', 'default': True}]",27,M,seasonal_furniture_floral,lower_priced_products,True
46,user46,joseph.price@example.com,Joseph,Price,"[{'first_name': 'Joseph', 'last_name': 'Price', 'address1': '2353 Martha Mill Suite 547', 'address2': '', 'country': 'US', 'city': 'Mayport', 'state': 'KS', 'zipcode': '66346', 'default': True}]",40,M,groceries_seasonal_tools,all_discounts,True
47,user47,nicholas.bell@example.com,Nicholas,Bell,"[{'first_name': 'Nicholas', 'last_name': 'Bell', 'address1': '98454 Miller Ville Apt. 334', 'address2': '', 'country': 'US', 'city': 'Melaniefurt', 'state': 'NE', 'zipcode': '68110', 'default': True}]",29,M,furniture_homedecor_housewares,lower_priced_products,True
48,user48,marie.johnson@example.com,Marie,Johnson,"[{'first_name': 'Marie', 'last_name': 'Johnson', 'address1': '39261 Anne Parks Suite 856', 'address2': '', 'country': 'US', 'city': 'Taylorshire', 'state': 'ME', 'zipcode': '04061', 'default': True}]",35,F,housewares_tools_beauty,discount_indifferent,True
49,user49,jonathan.mccann@example.com,Jonathan,Mccann,"[{'first_name': 'Jonathan', 'last_name': 'Mccann', 'address1': '2655 Adam Groves', 'address2': '', 'country': 'US', 'city': 'East David', 'state': 'MI', 'zipcode': '48384', 'default': True}]",36,M,accessories_groceries_books,all_discounts,True
50,user50,jeffrey.hawkins@example.com,Jeffrey,Hawkins,"[{'first_name': 'Jeffrey', 'last_name': 'Hawkins', 'address1': '1543 Simpson Plains', 'address2': '', 'country': 'US', 'city': 'North Adam', 'state': 'CO', 'zipcode': '80811', 'default': True}]",25,M,apparel_footwear_accessories,discount_indifferent,True
51,user51,gary.oliver@example.com,Gary,Oliver,"[{'first_name': 'Gary', 'last_name': 'Oliver', 'address1': '519 Wendy Estate', 'address2': '', 'country': 'US', 'city': 'Johnsonchester', 'state': 'KS', 'zipcode': '67933', 'default': True}]",61,M,instruments_books_electronics,lower_priced_products,True
52,user52,michelle.gonzales@example.com,Michelle,Gonzales,"[{'first_name': 'Michelle', 'last_name': 'Gonzales', 'address1': '52909 Byrd Keys', 'address2': '', 'country': 'US', 'city': 'Sheppardview', 'state': 'OH', 'zipcode': '43044', 'default': True}]",45,F,instruments_books_electronics,lower_priced_products,True
53,user53,brett.walker@example.com,Brett,Walker,"[{'first_name': 'Brett', 'last_name': 'Walker', 'address1': '514 Jennifer Brooks', 'address2': '', 'country': 'US', 'city': 'North Lauren', 'state': 'NV', 'zipcode': '89853', 'default': True}]",56,M,groceries_seasonal_tools,lower_priced_products,True
54,user54,victoria.sanchez@example.com,Victoria,Sanchez,"[{'first_name': 'Victoria', 'last_name': 'Sanchez', 'address1': '2782 Burns Crossing', 'address2': '', 'country': 'US', 'city': 'South Brian', 'state': 'DC', 'zipcode': '20023', 'default': True}]",52,F,outdoors_instruments_groceries,all_discounts,True
55,user55,tiffany.washington@example.com,Tiffany,Washington,"[{'first_name': 'Tiffany', 'last_name': 'Washington', 'address1': '580 Alexander Fields Apt. 340', 'address2': '', 'country': 'US', 'city': 'West Lisa', 'state': 'ME', 'zipcode': '04800', 'default': True}]",38,F,housewares_floral_seasonal,lower_priced_products,True
56,user56,sean.wilson@example.com,Sean,Wilson,"[{'first_name': 'Sean', 'last_name': 'Wilson', 'address1': '66711 Kara Ridge Suite 775', 'address2': '', 'country': 'US', 'city': 'Mistyhaven', 'state': 'GA', 'zipcode': '30191', 'default': True}]",54,M,seasonal_furniture_floral,all_discounts,True
57,user57,monica.ellis@example.com,Monica,Ellis,"[{'first_name': 'Monica', 'last_name': 'Ellis', 'address1': '11037 Brittney Motorway Apt. 051', 'address2': '', 'country': 'US', 'city': 'Hendersonland', 'state': 'LA', 'zipcode': '70146', 'default': True}]",21,F,beauty_accessories_instruments,lower_priced_products,True
58,user58,crystal.davis@example.com,Crystal,Davis,"[{'first_name': 'Crystal', 'last_name': 'Davis', 'address1': '6523 Christopher Oval Suite 940', 'address2': '', 'country': 'US', 'city': 'Barrettburgh', 'state': 'CO', 'zipcode': '81061', 'default': True}]",25,F,floral_beauty_jewelry,discount_indifferent,True
59,user59,lawrence.lopez@example.com,Lawrence,Lopez,"[{'first_name': 'Lawrence', 'last_name': 'Lopez', 'address1': '43006 Fuller Mill', 'address2': '', 'country': 'US', 'city': 'New Christopher', 'state': 'NY', 'zipcode': '14396', 'default': True}]",20,M,instruments_books_electronics,all_discounts,True
60,user60,joshua.hernandez@example.com,Joshua,Hernandez,"[{'first_name': 'Joshua', 'last_name': 'Hernandez', 'address1': '105 Nelson Centers Suite 917', 'address2': '', 'country': 'US', 'city': 'West Victor', 'state': 'CA', 'zipcode': '94644', 'default': True}]",29,M,tools_housewares_apparel,lower_priced_products,True
61,user61,christopher.moore@example.com,Christopher,Moore,"[{'first_name': 'Christopher', 'last_name': 'Moore', 'address1': '02380 Jones Lodge Apt. 451', 'address2': '', 'country': 'US', 'city': 'Alanville', 'state': 'VT', 'zipcode': '05289', 'default': True}]",31,M,furniture_homedecor_housewares,discount_indifferent,True
62,user62,richard.stevenson@example.com,Richard,Stevenson,"[{'first_name': 'Richard', 'last_name': 'Stevenson', 'address1': '291 Frank Lodge', 'address2': '', 'country': 'US', 'city': 'South Tami', 'state': 'LA', 'zipcode': '70426', 'default': True}]",28,M,tools_housewares_apparel,discount_indifferent,True
63,user63,jesse.ford@example.com,Jesse,Ford,"[{'first_name': 'Jesse', 'last_name': 'Ford', 'address1': '2151 Steven Drive', 'address2': '', 'country': 'US', 'city': 'Lorrainebury', 'state': 'CA', 'zipcode': '90242', 'default': True}]",48,M,homedecor_electronics_outdoors,discount_indifferent,True
64,user64,james.simmons@example.com,James,Simmons,"[{'first_name': 'James', 'last_name': 'Simmons', 'address1': '9856 Anthony Pine Apt. 407', 'address2': '', 'country': 'US', 'city': 'Katieshire', 'state': 'VA', 'zipcode': '20040', 'default': True}]",30,M,electronics_outdoors_footwear,lower_priced_products,True
65,user65,ariel.sandoval@example.com,Ariel,Sandoval,"[{'first_name': 'Ariel', 'last_name': 'Sandoval', 'address1': '93252 Richard Haven', 'address2': '', 'country': 'US', 'city': 'New Samanthamouth', 'state': 'SD', 'zipcode': '57539', 'default': True}]",28,F,housewares_floral_seasonal,lower_priced_products,True
66,user66,scott.yu@example.com,Scott,Yu,"[{'first_name': 'Scott', 'last_name': 'Yu', 'address1': '96902 Mccall Vista', 'address2': '', 'country': 'US', 'city': 'South Sharonland', 'state': 'WV', 'zipcode': '25019', 'default': True}]",36,M,housewares_tools_beauty,discount_indifferent,True
67,user67,cynthia.haas@example.com,Cynthia,Haas,"[{'first_name': 'Cynthia', 'last_name': 'Haas', 'address1': '26218 Spence Hills Suite 706', 'address2': '', 'country': 'US', 'city': 'Martinhaven', 'state': 'VT', 'zipcode': '05081', 'default': True}]",23,F,books_apparel_homedecor,discount_indifferent,True
68,user68,anthony.rivera@example.com,Anthony,Rivera,"[{'first_name': 'Anthony', 'last_name': 'Rivera', 'address1': '7418 Nathan Isle', 'address2': '', 'country': 'US', 'city': 'North Scottburgh', 'state': 'MD', 'zipcode': '20331', 'default': True}]",46,M,floral_beauty_jewelry,lower_priced_products,True
69,user69,kristy.hernandez@example.com,Kristy,Hernandez,"[{'first_name': 'Kristy', 'last_name': 'Hernandez', 'address1': '6162 Brianna Shores Suite 191', 'address2': '', 'country': 'US', 'city': 'Dillonhaven', 'state': 'CA', 'zipcode': '93367', 'default': True}]",21,F,accessories_groceries_books,all_discounts,True
70,user70,deborah.pena@example.com,Deborah,Pena,"[{'first_name': 'Deborah', 'last_name': 'Pena', 'address1': '5469 Lopez Ferry Suite 785', 'address2': '', 'country': 'US', 'city': 'Robertsonville', 'state': 'MS', 'zipcode': '39238', 'default': True}]",66,F,beauty_accessories_instruments,lower_priced_products,True
71,user71,michael.powell@example.com,Michael,Powell,"[{'first_name': 'Michael', 'last_name': 'Powell', 'address1': '140 Frank Parkway', 'address2': '', 'country': 'US', 'city': 'Vincentfurt', 'state': 'MT', 'zipcode': '59694', 'default': True}]",45,M,floral_beauty_jewelry,discount_indifferent,True
72,user72,christine.pearson@example.com,Christine,Pearson,"[{'first_name': 'Christine', 'last_name': 'Pearson', 'address1': '4443 Kathy Turnpike Suite 965', 'address2': '', 'country': 'US', 'city': 'Jenniferfurt', 'state': 'UT', 'zipcode': '84303', 'default': True}]",25,F,homedecor_electronics_outdoors,discount_indifferent,True
73,user73,david.barnes@example.com,David,Barnes,"[{'first_name': 'David', 'last_name': 'Barnes', 'address1': '4602 James Lake Suite 725', 'address2': '', 'country': 'US', 'city': 'Whiteton', 'state': 'AK', 'zipcode': '99671', 'default': True}]",18,M,housewares_floral_seasonal,discount_indifferent,True
74,user74,lynn.thompson@example.com,Lynn,Thompson,"[{'first_name': 'Lynn', 'last_name': 'Thompson', 'address1': '7532 Hull Knoll Apt. 230', 'address2': '', 'country': 'US', 'city': 'Garyborough', 'state': 'AL', 'zipcode': '36336', 'default': True}]",47,F,groceries_seasonal_tools,all_discounts,True
75,user75,ricky.brooks@example.com,Ricky,Brooks,"[{'first_name': 'Ricky', 'last_name': 'Brooks', 'address1': '753 Emily Union Suite 721', 'address2': '', 'country': 'US', 'city': 'Joneschester', 'state': 'RI', 'zipcode': '02866', 'default': True}]",42,M,electronics_outdoors_footwear,all_discounts,True
76,user76,matthew.bryant@example.com,Matthew,Bryant,"[{'first_name': 'Matthew', 'last_name': 'Bryant', 'address1': '0899 Stephanie Trafficway', 'address2': '', 'country': 'US', 'city': 'Haleystad', 'state': 'IL', 'zipcode': '61773', 'default': True}]",43,M,instruments_books_electronics,all_discounts,True
77,user77,matthew.wright@example.com,Matthew,Wright,"[{'first_name': 'Matthew', 'last_name': 'Wright', 'address1': '0199 Wu Park', 'address2': '', 'country': 'US', 'city': 'Stephenborough', 'state': 'ND', 'zipcode': '58846', 'default': True}]",45,M,apparel_footwear_accessories,lower_priced_products,True
78,user78,anthony.walker@example.com,Anthony,Walker,"[{'first_name': 'Anthony', 'last_name': 'Walker', 'address1': '8086 Webb Mission', 'address2': '', 'country': 'US', 'city': 'Thompsonmouth', 'state': 'NV', 'zipcode': '89649', 'default': True}]",21,M,instruments_books_electronics,discount_indifferent,True
79,user79,robert.garcia@example.com,Robert,Garcia,"[{'first_name': 'Robert', 'last_name': 'Garcia', 'address1': '4522 Benson Haven', 'address2': '', 'country': 'US', 'city': 'West Timothymouth', 'state': 'NJ', 'zipcode': '08367', 'default': True}]",30,M,books_apparel_homedecor,all_discounts,True
80,user80,michelle.craig@example.com,Michelle,Craig,"[{'first_name': 'Michelle', 'last_name': 'Craig', 'address1': '40666 Daugherty Harbor Suite 043', 'address2': '', 'country': 'US', 'city': 'Kimberlyhaven', 'state': 'NE', 'zipcode': '68107', 'default': True}]",22,F,housewares_floral_seasonal,all_discounts,True
81,user81,darius.schultz@example.com,Darius,Schultz,"[{'first_name': 'Darius', 'last_name': 'Schultz', 'address1': '015 Rebecca Plains Suite 056', 'address2': '', 'country': 'US', 'city': 'Landrybury', 'state': 'LA', 'zipcode': '71107', 'default': True}]",50,M,outdoors_instruments_groceries,all_discounts,True
82,user82,nathaniel.johnson@example.com,Nathaniel,Johnson,"[{'first_name': 'Nathaniel', 'last_name': 'Johnson', 'address1': '20750 Brian Square Suite 934', 'address2': '', 'country': 'US', 'city': 'South Richard', 'state': 'RI', 'zipcode': '02881', 'default': True}]",39,M,footwear_jewelry_furniture,all_discounts,True
83,user83,alice.nunez@example.com,Alice,Nunez,"[{'first_name': 'Alice', 'last_name': 'Nunez', 'address1': '508 Thomas Camp', 'address2': '', 'country': 'US', 'city': 'Phillipmouth', 'state': 'NY', 'zipcode': '10698', 'default': True}]",30,F,seasonal_furniture_floral,all_discounts,True
84,user84,elizabeth.goodman@example.com,Elizabeth,Goodman,"[{'first_name': 'Elizabeth', 'last_name': 'Goodman', 'address1': '97552 Young Glen', 'address2': '', 'country': 'US', 'city': 'East Toddborough', 'state': 'KY', 'zipcode': '42703', 'default': True}]",20,F,groceries_seasonal_tools,discount_indifferent,True
85,user85,elizabeth.silva@example.com,Elizabeth,Silva,"[{'first_name': 'Elizabeth', 'last_name': 'Silva', 'address1': '2827 Ashley Parks Suite 275', 'address2': '', 'country': 'US', 'city': 'Lake Jesseburgh', 'state': 'LA', 'zipcode': '70480', 'default': True}]",29,F,housewares_floral_seasonal,discount_indifferent,True
86,user86,andrew.clark@example.com,Andrew,Clark,"[{'first_name': 'Andrew', 'last_name': 'Clark', 'address1': '2280 Thomas Drive', 'address2': '', 'country': 'US', 'city': 'Blackbury', 'state': 'LA', 'zipcode': '71155', 'default': True}]",29,M,homedecor_electronics_outdoors,discount_indifferent,True
87,user87,mark.johns@example.com,Mark,Johns,"[{'first_name': 'Mark', 'last_name': 'Johns', 'address1': '862 Thompson Turnpike', 'address2': '', 'country': 'US', 'city': 'Nataliemouth', 'state': 'SD', 'zipcode': '57771', 'default': True}]",43,M,housewares_tools_beauty,lower_priced_products,True
88,user88,bruce.olson@example.com,Bruce,Olson,"[{'first_name': 'Bruce', 'last_name': 'Olson', 'address1': '643 Julia Avenue', 'address2': '', 'country': 'US', 'city': 'Aprilbury', 'state': 'NJ', 'zipcode': '07421', 'default': True}]",39,M,apparel_footwear_accessories,lower_priced_products,True
89,user89,michael.stewart@example.com,Michael,Stewart,"[{'first_name': 'Michael', 'last_name': 'Stewart', 'address1': '77038 Arthur Pine Suite 392', 'address2': '', 'country': 'US', 'city': 'Michaelfurt', 'state': 'DE', 'zipcode': '19781', 'default': True}]",51,M,outdoors_instruments_groceries,discount_indifferent,True
90,user90,brandon.hill@example.com,Brandon,Hill,"[{'first_name': 'Brandon', 'last_name': 'Hill', 'address1': '18451 Frye Trail', 'address2': '', 'country': 'US', 'city': 'Andrewschester', 'state': 'ND', 'zipcode': '58387', 'default': True}]",34,M,tools_housewares_apparel,all_discounts,True
